lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,pets,opening_week,closing_week,elevation_m,distance_to_town_km
-108.837,42.737,SINK,Sinks Canyon,NF,307-332-5460/307-527-6241,mid may-mid sep,NA,14,NH ND 20ft VT DW NS NR,WY,SW,Lander,vault,TRUE,FALSE,FALSE,NA,20,37,2099,13.68
-108.813,42.748,SINS,Sinks Canyon State Park,SP,307-332-6333,early may-late oct,NA,30,NR,WY,SW,Lander,NA,NA,FALSE,NA,NA,18,43,2034,11.59
-107.211,44.191,SITT,Sitting Bull,NF,/307-674-2600,early jun-mid sep,NA,43,NH ND VT DW NS RS PA,WY,NE,Ten Sleep,vault,TRUE,TRUE,FALSE,TRUE,23,37,2643,25.91
-106.412,41.048,SIXM,Six Mile,NF,307-326-5258/307-745-2300,mid may-mid oct,NA,9,NH ND 40ft VT DW NS NR L$,WY,SE,Encampment,vault,TRUE,FALSE,FALSE,NA,20,42,2406,36.37
-110.046,41.984,SLAT,Slate Creek,BLM,NA,NA,NA,NA,NH VT NW NR,WY,E,Fontenelle,vault,FALSE,FALSE,NA,NA,NA,NA,1955,1.13
-110.31,44.948,SLOU,Slough Creek - Yellowstone National Park,NP,307-344-7381,mid jun-mid oct,NA,28,NH ND VT DW NS NR L$,WY,NA,NA,vault,TRUE,FALSE,FALSE,NA,24,42,1912,NA
-109.841,42.965,SODE,Soda Lake WHMA - East Boat Ramp - WGF,SFW,NA,early may-mid nov,Fish/Wildlife sites may have few facilitiies,NA,NH ND VT NW NS NR N$,WY,N,Pinedale,vault,FALSE,FALSE,FALSE,NA,18,46,2300,11.27
-109.855,42.961,SODW,Soda Lake WHMA - West Boat Ramp - WGF,SFW,NA,early may-mid nov,Fish/Wildlife sites may have few facilitiies,NA,NH ND VT NW NS NR N$,WY,N,Pinedale,vault,FALSE,FALSE,FALSE,NA,18,46,2306,10.62
-106.5,41.345,SOUB,South Brush Creek,NF,307-326-5258/307-745-2300,NA,NA,20,NH ND 32ft VT DW NS NR L$,WY,SE,Saratoga,vault,TRUE,FALSE,FALSE,NA,NA,NA,2521,28.32
-106.95,44.278,SOUF,South Fork,NF,/307-674-2600,mid may-mid sep,NA,15,NH ND 40ft VT DW NS RS,WY,W,Buffalo,vault,TRUE,TRUE,FALSE,NA,20,37,2349,21.4
-105.867,42.835,SOUR,South Rec Complex - Glenrock,CP,307-436-9294,NA,NA,NA,NH DP FT DW NR N$,WY,S,Glenrock,flush,TRUE,FALSE,NA,NA,NA,NA,1536,2.9
-110.385,40.982,STAT,Stateline,NF,435-784-3445/435-789-1181,NA,NA,41,NH ND VT DW NS NR,WY,S,Mountain View,vault,TRUE,FALSE,FALSE,NA,NA,NA,2621,32.19
-110.834,43.205,STAC,Station Creek,NF,307-739-5400/307-739-5500,mid may-late aug,NA,15,NH ND 40ft VT DW NS RS L$,WY,SW,Hoback Junction,vault,TRUE,TRUE,FALSE,NA,20,34,1768,15.61
-109.716,42.819,STOK,Stokes Crossing,BLM,NA,NA,only 2 sites,2,NH ND VT NW NS NR N$,WY,SE,Pinedale,vault,FALSE,FALSE,FALSE,NA,NA,NA,2192,13.2
-106.295,41.355,SUGA,Sugarloaf,NF,307-745-2300/307-745-2300,NA,NA,16,NH ND 25ft VT DW NS RS L$,WY,NW,Centennial,vault,TRUE,TRUE,FALSE,NA,NA,NA,3285,14.32
-110.905,42.725,SWIF,Swift Creek,NF,307-885-3166/307-739-5500,NA,NA,9,NH ND 30ft VT DW NS NR L$,WY,E,Afton,vault,TRUE,FALSE,FALSE,NA,NA,NA,1993,2.25
-110.061,42.025,TAIL,Tail Race,BLM,NA,NA,NA,NA,NH ND VT NW NS NR,WY,N,Fontenelle,vault,FALSE,FALSE,FALSE,NA,NA,NA,1953,4.35
-107.308,44.086,TENS,Tensleep Creek,NF,/307-674-2600,mid jun-mid sep,NA,5,NH ND 35ft VT DW NS NR,WY,NE,Ten Sleep,vault,TRUE,FALSE,FALSE,NA,24,37,1674,12.87
-110.919,43.757,TETO,Teton Canyon,NF,208-354-2312/208-557-5760,mid may-mid sep,NA,24,NH ND NS RS,WY,E,Driggs,NA,NA,TRUE,FALSE,NA,20,37,2126,15.93
-107.256,41.603,TETR,Teton Reservoir,BLM,NA,NA,NA,5,NH ND VT NW NS NR,WY,S,Rawlins,vault,FALSE,FALSE,FALSE,NA,NA,NA,2147,20.92
-109.948,44.496,THRE,Three Mile,NF,307-527-6921/307-527-6241,NA,NA,33,NH ND 32ft VT DW NS NR,WY,NA,NA,vault,TRUE,FALSE,FALSE,NA,NA,NA,2022,NA
-105.435,41.252,TIEC,Tie City,NF,307-745-2300/307-745-2300,NA,NA,15,NH ND 32ft VT DW NS NR L$,WY,SE,Laramie,vault,TRUE,FALSE,FALSE,NA,NA,NA,2621,14.64
-107.451,44.715,TIEF,Tie Flume,NF,307-674-2600/307-674-2600,all year,NA,27,NH ND VT DW NS RS PA,WY,NA,Burgess Junction,vault,TRUE,TRUE,FALSE,TRUE,1,52,2553,NA
-106.926,44.283,TIEH,Tie Hack,NF,/307-674-2600,mid may-mid sep,NA,20,NH ND VT DW NS RS,WY,W,Buffalo,vault,TRUE,TRUE,FALSE,NA,20,37,2371,19.47
-107.306,44.848,TONG,Tongue River Camp - Amsden Creek WMA,SFW,NA,early may-mid nov,Fish/Wildlife sites may have few facilitiies,NA,NH ND VT NW NS NR N$,WY,SW,Dayton,vault,FALSE,FALSE,FALSE,NA,18,46,1258,4.51
-110.391,44.891,TOWE,Tower Falls - Yellowstone National Park,NP,307-344-7381,mid may-mid sep,NA,31,NH ND 30ft VT DW NS NR L$,WY,NA,NA,vault,TRUE,FALSE,FALSE,NA,20,37,2002,NA
-111.037,43.539,TRAI,Trail Creek,NF,208-354-2312/208-557-5760,mid may-mid sep,NA,10,NH ND VT DW NS RS L$,WY,NA,NA,vault,TRUE,TRUE,FALSE,NA,20,37,2053,NA
-109.752,43.006,TRAE,Trails End,NF,307-367-4326/307-739-5500,mid jun-mid sep,NA,8,NH ND VT DW NS NR L$,WY,NE,Pinedale,vault,TRUE,FALSE,FALSE,NA,24,37,2890,18.19
-110.265,43.856,TURP,Turpin Meadow,NF,307-543-2386/307-739-5500,NA,NA,18,NH ND 50ft VT DW NS NR L$,WY,NE,Jackson,vault,TRUE,FALSE,FALSE,NA,NA,NA,2113,57.78
-105.853,41.234,TWIN,Twin Buttes Reservoir Public Access - WGF,SFW,NA,all year,Fish/Wildlife sites may have few facilitiies,NA,NH ND VT NW NS NR N$,WY,W,Laramie,vault,FALSE,FALSE,FALSE,NA,1,52,2213,23.5
-110.086,43.058,UPPG,Upper Green River Access,BLM,NA,NA,12 campgrounds along the Green River,NA,VT NW NR,WY,N,Daniel,vault,FALSE,FALSE,NA,NA,NA,NA,2309,21.57
-105.376,41.157,VEDA,Vedauwoo,NF,307-745-2300/307-745-2300,NA,NA,28,NH ND 30ft VT DW NS NR N$,WY,SE,Laramie,vault,TRUE,FALSE,FALSE,NA,NA,NA,2499,24.78
-109.623,44.466,WAPI,Wapiti,NF,307-527-6921/307-527-6241,mid may-early sep,NA,41,E ND 50ft VT DW NS RS,WY,W,Wapiti,vault,TRUE,TRUE,FALSE,NA,20,36,1810,14.64
-110.12,43.017,WARR,Warren Bridge,BLM,307-367-5300,mid may-mid sep,NA,17,NH DP VT DW NS NR L$,WY,NW,Pinedale,vault,TRUE,FALSE,FALSE,NA,20,37,2316,26.72
-110.106,43.029,WARB,Warren Bridge/Green River Dispersed,BLM,307-367-5300,NA,dispersed - 12 riverside camp areas,NA,NH ND VT NW NS NR N$,WY,NW,Pinedale,vault,FALSE,FALSE,FALSE,NA,NA,NA,2316,26.72
-106.945,44.784,WASH,Washington Park - Sheridan,CP,NA,NA,1 night only,5,NH DP NS,WY,SE,Sheridan,NA,NA,NA,FALSE,NA,NA,NA,1146,1.77
-110.048,42.02,WEEP,Weeping Rock,BLM,NA,NA,NA,NA,NH ND VT DW NS NR,WY,N,Fontenelle,vault,TRUE,FALSE,FALSE,NA,NA,NA,1954,4.02
-106.86,42.469,WEIS,Weiss - Pathfinder Lake,CP,307-235-9311,NA,NA,15,NH DP VT NW NS L$,WY,SW,Alcova,vault,FALSE,NA,FALSE,NA,NA,NA,1789,14.97
-107.216,44.259,WEST,West Tensleep Lake,NF,/307-674-2600,early jun-mid sep,NA,10,NH ND 40ft VT DW NS RS PA,WY,NE,Ten Sleep,vault,TRUE,TRUE,FALSE,TRUE,23,37,2780,31.22
-106.776,42.526,WEST,Westside - Alcova Reservoir,CP,307-235-9311,NA,NA,NA,NH DP VT NW NS NR L$,WY,SW,Alcova,vault,FALSE,FALSE,FALSE,NA,NA,NA,1679,5.63
-105.729,41.888,WHEA,Wheatland Reservoir No. 3/Post Lake Access - WGF,SFW,NA,all year,Fish/Wildlife sites may have few facilitiies,NA,NH ND VT NW NS NR N$,WY,E,Medicine Bow,vault,FALSE,FALSE,FALSE,NA,1,52,2126,39.43
-110.026,43.255,WHIS,Whiskey Grove,NF,307-367-4326/307-739-5500,mid jun-mid sep,NA,9,NH ND VT DW NS NR L$,WY,N,Pinedale,vault,TRUE,FALSE,FALSE,NA,24,37,2600,45.22
-109.9,42.991,WILA,Willow Lake,NF,307-367-4326/307-739-5500,NA,NA,8,NH ND VT NS NR N$,WY,N,Pinedale,vault,NA,FALSE,FALSE,NA,NA,NA,2347,14.16
-110.885,43.196,WOLF,Wolf Creek,NF,307-739-5400/307-739-5500,NA,NA,23,NH ND VT NS NR L$,WY,S,Jackson,vault,NA,FALSE,FALSE,NA,NA,NA,1764,32.99
-109.132,43.932,WOOD,Wood River,NF,307-527-6921/307-527-6241,mid may-mid sep,NA,5,NH ND 16ft VT NW NS NR N$,WY,NA,NA,vault,FALSE,FALSE,FALSE,NA,20,37,2220,NA
-111.02,41.504,WOOD,Woodruff Narrows/Bear River Access - WGF,SFW,NA,all year,Fish/Wildlife sites may have few facilitiies,NA,NH ND VT NW NS NR N$,WY,N,Evanston,vault,FALSE,FALSE,FALSE,NA,1,52,1983,26.55
-108.93,42.699,WORT,Worthen Meadows,NF,307-332-5460/307-527-6241,NA,NA,28,NH ND 24ft VT DW NS NR,WY,SW,Lander,vault,TRUE,FALSE,FALSE,NA,NA,NA,2699,22.05
-105.411,41.255,YELL,Yellow Pine,NF,307-745-2300/307-745-2300,NA,NA,19,NH ND 30ft VT DW NS NR L$,WY,E,Laramie,vault,TRUE,FALSE,FALSE,NA,NA,NA,2527,16.25
-110.861,32.18,AGAV,Agave Gulch Military,MIL,520-747-9144,NA,voted best - military only - do not use our lat/lon - contact them for directions and info,193,WES FT DW NR,AZ,NA,NA,flush,TRUE,FALSE,NA,NA,NA,NA,815,NA
-113.579,34.231,ALAM,Alamo Lake State Park,SP,928-669-2088,all year,NA,80,E DP 35ft FT DW SH RS,AZ,N,Wenden,flush,TRUE,TRUE,TRUE,NA,1,52,NA,45.54
-109.153,33.895,ALPI,Alpine Divide,NF,928-339-4384/928-333-4301,mid may-mid sep,NA,12,NH ND 24ft VT DW NS NR L$,AZ,N,Alpine,vault,TRUE,FALSE,FALSE,NA,20,37,2615,5.31
-112.561,34.589,ALTO,Alto Pit,NF,928-443-8000/928-443-8210,NA,Off highway vehicle camp,10,NH ND VT NW NS NR,AZ,NW,Prescott,vault,FALSE,FALSE,FALSE,NA,NA,NA,1858,10.14
-110.366,31.56,APAF,Apache Flats Military -  Fort Huachuca,MIL,520-533-1335,NA,voted best - military only - do not use our lat/lon - contact them for directions and info,NA,E DP FT DW SH RS,AZ,W,Sierra Vista,flush,TRUE,TRUE,TRUE,NA,NA,NA,1508,8.53
-109.819,32.649,ARCA,Arcadia,NF,928-428-4150/520-388-8300,NA,NA,19,NH ND 22ft VT DW NS NR L$,AZ,SW,Safford,vault,TRUE,FALSE,FALSE,NA,NA,NA,2045,23.17
-111.409,35.018,ASHU,Ashurst Lake,NF,928-774-1147/928-527-3600,NA,NA,25,NH ND 22ft VT DW NS NR N$,AZ,SE,Flagstaff,vault,TRUE,FALSE,FALSE,NA,NA,NA,2180,29.29
-110.946,34.327,ASPN,Aspen,NF,928-537-8888/928-333-4301,mid apr-mid nov,NA,148,NH ND 32ft VT DW NS NR,AZ,E,Payson,vault,TRUE,FALSE,FALSE,NA,15,46,2327,36.37
-109.314,33.807,ASPE,Aspen,NF,928-339-4384/928-333-4301,NA,NA,6,NH DP 25ft VT DW NS RS PA L$,AZ,NA,NA,vault,TRUE,TRUE,FALSE,TRUE,NA,NA,2387,NA
-111.204,33.714,BACH,Bachelors Cove,NF,928-467-3201/602-225-5201,all year,NA,100,NH ND VT NW NS NR,AZ,NW,Roosevelt,vault,FALSE,FALSE,FALSE,NA,1,52,654,8.37
-111.639,33.84,BART,Bartlett Flat,NF,928-474-7901/602-225-5201,NA,dispersed - primitive,NA,NH ND VT NW NS NR,AZ,E,Carefree,vault,FALSE,FALSE,FALSE,NA,NA,NA,565,25.91
-109.307,31.781,BATH,Bathtub,NF,520-364-3468/520-388-8300,NA,NA,11,NH NR,AZ,E,Elfrida,NA,NA,FALSE,NA,NA,NA,NA,1869,37.5
-111.714,34.67,BEAV,Beaver Creek,NF,928-203-7501/928-527-3600,NA,NA,13,NH ND 22ft VT DW NS NR,AZ,NE,Camp Verde,vault,TRUE,FALSE,FALSE,NA,NA,NA,1156,17.38
-109.449,34.044,BENN,Benny Creek,NF,928-333-4372/928-333-4301,mid may-mid sep,NA,24,NH DP 24ft VT DW NS NR L$,AZ,SW,Eagar,vault,TRUE,FALSE,FALSE,NA,20,37,2523,16.25
-111.226,33.746,BERM,Bermuda Flat,NF,928-467-3201/602-225-5201,NA,dispersed - primitive,NA,NH ND 32ft PT NW NS NR,AZ,NW,Roosevelt,pit,FALSE,FALSE,FALSE,NA,NA,NA,649,12.23
-110.743,34.305,BLAC,Black Canyon Rim,NF,928-537-8888/928-333-4301,mid may-mid nov,NA,21,NH ND 16ft VT DW NS NR,AZ,SE,Forest Lakes,vault,TRUE,FALSE,FALSE,NA,20,46,2316,6.44
-109.08,33.057,BLAK,Black Jack,NF,928-687-1301/928-333-4301,NA,NA,10,NH ND VT NW NS NR N$,AZ,E,Clifton,vault,FALSE,FALSE,FALSE,NA,NA,NA,1913,20.12
-111.201,34.591,BLUE,Blue Ridge,NF,928-477-5001/928-527-3600,mid may-mid sep,NA,10,NH ND 32ft VT DW NS NR L$,AZ,SW,Winslow,vault,TRUE,FALSE,FALSE,NA,20,37,2119,66.63
-110.876,31.727,BOGS,Bog Springs,NF,520-281-2296/520-388-8300,NA,NA,13,NH ND 22ft VT DW NS NR L$,AZ,SE,Green Valley,vault,TRUE,FALSE,FALSE,NA,NA,NA,1531,18.02
-109.355,32.011,BONC,Bonita Canyon - Chiricahua National Monument,NP,520-824-3560,NA,NA,22,NH ND 29ft FT DW NS NR,AZ,SE,Willcox,flush,TRUE,FALSE,FALSE,NA,NA,NA,1634,52.3
-109.576,33.065,BONT,Bonito,NF,928-526-8231/928-527-3600,NA,NA,44,NH ND 42ft FT DW NS NR,AZ,NA,NA,flush,TRUE,FALSE,FALSE,NA,NA,NA,2103,NA
-111.556,35.372,BONI,Bonito - Sunset Crater National Monument,NP,520-526-0866,mid may-mid oct,NA,44,NH ND 35ft FT DW NS NR,AZ,N,Flagstaff,flush,TRUE,FALSE,FALSE,NA,20,42,2121,20.44
-111.75,34.969,BOOT,Bootlegger,NF,928-203-7501/928-527-3600,NA,NA,10,VT NW NR,AZ,N,Sedona,vault,FALSE,FALSE,NA,NA,NA,NA,1590,11.1
-109.918,34.071,BOOL,Bootlegger,NF,NA,NA,NA,10,NH ND VT DW NS NR,AZ,NA,NA,vault,TRUE,FALSE,FALSE,NA,NA,NA,2158,NA
-114.02,33.928,BOUS,Bouse Community Park,CP,928-667-2069,NA,NA,25,E ND FT DW NS,AZ,W,Bouse,flush,TRUE,NA,FALSE,NA,NA,NA,NA,1.45
-111.66,33.74,BOXB,Box Bar,NF,480-595-3301/602-225-5201,NA,NA,20,NH ND VT NS NR,AZ,NE,Scottsdale,vault,NA,FALSE,FALSE,NA,NA,NA,465,36.85
-109.413,33.876,BROO,Brookchar,NF,928-333-4372/928-333-4301,mid may-mid nov,NA,13,NH DP FT DW SH RS PA,AZ,SW,Eagar,flush,TRUE,TRUE,TRUE,TRUE,20,46,2747,28.49
-112.642,33.277,BUCK,Buckeye Hills Co Park,CP,623-932-3811,all year,NA,NA,NH ND VT NW NS N$,AZ,SW,Buckeye,vault,FALSE,NA,FALSE,NA,1,52,NA,11.75
-114.161,34.254,BUCK,Buckskin State Park,SP,928-667-3231,all year,for res. call 928.667.3231,89,E DP 35ft FT DW SH RS,AZ,NE,Parker,flush,TRUE,TRUE,TRUE,NA,1,52,NA,16.42
-109.355,33.768,BUFF,Buffalo Crossing,NF,928-339-4384/928-333-4301,mid may-mid oct,NA,16,NH ND 20ft VT DW NS NR L$,AZ,SW,Alpine,vault,TRUE,FALSE,FALSE,NA,20,42,2309,21.57
-111.203,33.626,BURN,Burnt Corral,NF,928-467-3201/602-225-5201,NA,NA,13,NH ND 22ft VT DW NS NR L$,AZ,SW,Roosevelt,vault,TRUE,FALSE,FALSE,NA,NA,NA,594,7.89
-113.45,34.538,BURR,Burro Creek,BLM,928-718-3700,all year,NA,22,NH DP 45ft FT DW NS NR L$,AZ,SE,Wikieup,flush,TRUE,FALSE,FALSE,NA,1,52,589,23.82
-109.37,31.758,CAMR,Camp Rucker,NA,NA,NA,Group,NA,NH,AZ,N,Douglas,NA,NA,NA,NA,NA,NA,NA,1700,48.92
-110.823,34.32,CANP,Canyon Point,NF,928-537-8888/928-333-4301,early may-mid nov,NA,88,E DP 75ft VT DW SH RS PA,AZ,NA,NA,vault,TRUE,TRUE,TRUE,TRUE,18,46,2350,NA
-111.599,35.125,CANV,Canyon Vista,NF,928-774-1147/928-527-3600,mid may-mid oct,NA,11,NH ND 22ft VT DW NS NR,AZ,SE,Flagstaff,vault,TRUE,FALSE,FALSE,NA,20,42,2084,9.33
-110.938,32.416,CATL,Catalina State Park,SP,520-628-5798,all year,NA,120,E DP 35ft FT DW SH RS,AZ,N,Tucson,flush,TRUE,TRUE,TRUE,NA,1,52,806,21.57
-114.171,34.354,CATT,Cattail Cove State Park,SP,928-855-1223,all year,NA,61,E DP 35ft FT DW SH RS,AZ,SE,Lake Havasu City,flush,TRUE,TRUE,TRUE,NA,1,52,NA,20.12
-112.015,33.824,CAVC,Cave Creek Rec Area,CP,623-465-0431,NA,NA,38,E DP NR,AZ,W,Cave Creek,NA,NA,FALSE,NA,NA,NA,NA,588,6.12
-111.74,34.996,CAVE,Cave Springs,NF,928-203-7501/928-527-3600,early apr-late oct,Swimming hole.,82,NH ND 36ft VT DW NS RS,AZ,NA,NA,vault,TRUE,TRUE,FALSE,NA,14,43,1664,NA
-111.865,33.971,CCC,CCC,NF,480-595-3301/602-225-5201,NA,all sites walk in,10,NH ND 16ft VT DW NS NR N$,AZ,N,Carefree,vault,TRUE,FALSE,FALSE,NA,NA,NA,1030,17.22
-113.561,33.789,CENT,Centennial Park,CP,928-859-4342,NA,NA,NA,NH DP FT DW SH,AZ,SW,Wenden,flush,TRUE,NA,TRUE,NA,NA,NA,559,4.02
-110.841,34.509,CHEV,Chevelon Canyon Lake,NF,928-537-8888/928-333-4301,mid mar-mid dec,NA,10,NH ND VT NW NS NR N$,AZ,W,Heber,vault,FALSE,FALSE,FALSE,NA,11,50,2126,24.3
-110.788,34.591,CHEC,Chevelon Crossing,NF,928-537-8888/928-333-4301,all year,NA,6,NH ND 25ft VT NW NS NR N$,AZ,NW,Heber,vault,FALSE,FALSE,FALSE,NA,1,52,1877,25.11
-111.702,34.353,CHIL,Childs,NF,928-203-7501/928-527-3600,all year,NA,30,NH ND NS NR N$,AZ,NA,NA,NA,NA,FALSE,FALSE,NA,1,52,817,NA
-111.203,33.732,CHOL,Cholla,NF,928-467-3201/602-225-5201,NA,NA,206,NH ND 32ft DW SH NR L$,AZ,NW,Roosevelt,NA,TRUE,FALSE,TRUE,NA,NA,NA,669,9.5
-111.205,33.719,CHOB,Cholla Bay,NF,928-467-3201/602-225-5201,NA,NA,20,NH ND 35ft FT DW NS NR,AZ,NW,Roosevelt,flush,TRUE,FALSE,FALSE,NA,NA,NA,666,8.69
-111.035,34.308,CHRI,Christopher Creek,NF,928-474-7901/602-225-5201,early apr-late oct,NA,43,NH ND 45ft VT DW NS RS,AZ,E,Payson,vault,TRUE,TRUE,FALSE,NA,14,43,1742,28
-111.765,34.515,CLEA,Clear Creek,NF,928-203-7501/928-527-3600,NA,NA,18,NH ND 32ft VT NW NS NR,AZ,SE,Camp Verde,vault,FALSE,FALSE,FALSE,NA,NA,NA,987,9.82
-111.315,34.555,CLIN,Clints Well,NF,928-477-5001/928-527-3600,all year,NA,7,NH VT NW NR N$,AZ,S,Happy Jack,vault,FALSE,FALSE,NA,NA,1,52,2102,22.69
-109.06,33.103,COAL,Coal Creek,NF,928-687-1301/928-333-4301,all year,NA,5,NH ND 16ft PT NW NS NR N$,AZ,E,Clifton,pit,FALSE,FALSE,FALSE,NA,1,52,1752,22.85
-109.967,31.922,COCH,Cochise Stronghold,NF,520-364-3468/520-388-8300,NA,NA,10,NH ND 22ft VT NW NS NR L$,AZ,W,Sunsites,vault,FALSE,FALSE,FALSE,NA,NA,NA,1507,12.87
-112.711,33.981,CONS,Constellation Park,CP,NA,NA,NA,30,NH ND NS L$,AZ,NA,Wickenburg,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
-111.646,33.547,COON,Coon Bluff,NF,480-610-3301/602-225-5201,mid oct-mid apr,dispersed= camping in winter only - go to Shell station on Power Rd. for permit,5,NH ND 35ft VT NW NS NR L$,AZ,NE,Mesa,vault,FALSE,FALSE,FALSE,NA,42,15,NA,22.53
-114.9,33.448,COON,Coon Hollow Dispersed  LTVA - Mule Mountain,BLM,NA,NA,dispersed - long term - dirt rd,29,NH ND VT NW NS NR,AZ,W,Quartzite,vault,FALSE,FALSE,FALSE,NA,NA,NA,NA,66.63
-109.539,36.148,COTT,Cottonwood - Canyon de Chelly National Monument,NM,928-674-5500,all year,NA,104,NH DP 35ft FT DW NR L$,AZ,SE,Chinle,flush,TRUE,FALSE,NA,NA,1,52,1686,1.45
-111.253,33.577,CRAB,Crabtree Wash,NF,928-467-3201/602-225-5201,NA,NA,30,NR,AZ,NE,Apache Junction,NA,NA,FALSE,NA,NA,NA,NA,591,32.83
-110.942,34.318,CROO,Crook,NF,928-537-8888/928-333-4301,mid may-mid oct,NA,26,NH DP 32ft VT DW NS NR,AZ,W,Forest Lakes,vault,TRUE,FALSE,FALSE,NA,20,42,2328,13.2
-114.215,34.214,CROS,Crossroads,BLM,NA,NA,NA,12,NH ND PT NW NS NR,AZ,S,Lake Havasu Ci,pit,FALSE,FALSE,FALSE,NA,NA,NA,NA,31.54
-109.891,32.68,CUNN,Cunningham,NF,928-428-4150/520-388-8300,mid apr-mid nov,NA,10,NH ND 22ft VT NW NS NR L$,AZ,SW,Safford,vault,FALSE,FALSE,FALSE,NA,15,46,2729,24.3
-109.418,33.872,CUTT,Cutthroat,NF,928-333-4372/928-333-4301,mid may-mid nov,NA,18,NH DP VT DW SH RS PA,AZ,SW,Eagar,vault,TRUE,TRUE,TRUE,TRUE,20,46,2775,28.97
-109.313,31.774,CYPR,Cypress Park,NF,520-364-3468/520-388-8300,mid mar-mid oct,NA,7,NH ND 16ft VT NW NS NR L$,AZ,NE,Douglas,vault,FALSE,FALSE,FALSE,NA,11,42,1852,52.63
-111.485,34.956,DAIR,Dairy Springs,NF,928-774-1147/928-527-3600,early may-late sep,NA,30,NH ND 35ft VT DW NS RS PA,AZ,N,Mormon Lake,vault,TRUE,TRUE,FALSE,TRUE,18,39,2195,5.63
-112.83,32.35,DARB,Darby Wells Rd Dispersed,BLM,NA,NA,dispersed - no facil,NA,NH ND NT NW NS NR N$,AZ,SE,Ajo,none,FALSE,FALSE,FALSE,NA,NA,NA,528,3.7
-114.563,35.183,DAVS,Davis Camp - Mohave County,CP,928-754-7250,NA,NA,NA,WES DP DW SH,AZ,N,Bullhead City,NA,TRUE,NA,TRUE,NA,NA,NA,NA,4.02
-111.222,33.594,DAVW,Davis Wash,NF,928-467-3201/602-225-5201,NA,NA,30,NR,AZ,NE,Apache Junction,NA,NA,FALSE,NA,NA,NA,NA,612,36.21
-112.135,36.412,DEMO,De Motte,NF,928-643-8130/928-635-8200,NA,NA,25,NH ND 22ft VT DW NS NR,AZ,S,Jacob Lake,vault,TRUE,FALSE,FALSE,NA,NA,NA,2693,34.44
-112.019,34.754,DEAD,Dead Horse Ranch State Park,SP,928-634-5283,all year,NA,127,E DP 65ft FT DW SH RS L$,AZ,NW,Cottonwood,flush,TRUE,TRUE,TRUE,NA,1,52,1017,1.93
-109.32,33.804,DEER,Deer Creek,NF,928-339-4384/928-333-4301,mid may-mid sep,NA,6,NH ND VT DW NS NR L$,AZ,W,Alpine,vault,TRUE,FALSE,FALSE,NA,20,37,2381,17.06
-112.827,32.436,DENN,Dennison Campground - Ajo Regional Park,CP,520-387-6641,NA,NA,NA,NH ND NS N$,AZ,NE,Ajo,NA,NA,NA,FALSE,NA,NA,NA,NA,7.72
-114.445,32.863,DESE,Desert Breeze Military - Yuma PG,MIL,928-328-3989,NA,military only - do not use our lat/lon - contact them for directions and info,NA,E DP FT DW SH RS,AZ,NE,Yuma,flush,TRUE,TRUE,TRUE,NA,NA,NA,NA,25.59
-111.823,36.039,DESE,Desert View - Grand Canyon National Park,NP,928-638-7888,NA,NA,75,NH ND 30ft FT DW NS NR,AZ,E,Grand Canyon,flush,TRUE,FALSE,FALSE,NA,NA,NA,2277,28.65
-109.3,33.819,DIAR,Diamond Rock,NF,928-339-4384/928-333-4301,mid may-mid sep,NA,12,NH ND 10ft VT DW NS NR L$,AZ,W,Alpine,vault,TRUE,FALSE,FALSE,NA,20,37,2429,14.81
-112.126,35.213,DOGT,Dogtown Lake,NF,928-635-5630/928-635-8200,mid may-mid sep,NA,54,NH DP 35ft PT DW NS NR N$,AZ,SE,Williams,pit,TRUE,FALSE,FALSE,NA,20,37,2160,7.08
-111.493,34.943,DOUB,Double Springs,NF,928-774-1147/928-527-3600,mid may-mid oct,NA,15,NH ND 35ft VT DW NS NR,AZ,SE,Flagstaff,vault,TRUE,FALSE,FALSE,NA,20,42,2192,31.7
-109.539,33.821,DRIF,Drift Fence Lake,RES,NA,NA,NA,20,NH ND VT DW NS,AZ,S,Greer,vault,TRUE,NA,FALSE,NA,NA,NA,2740,22.21
-112.376,33.385,ESTR,Estrella Mountain Regional Park,CP,623-932-3811,NA,NA,7,WES ND 45ft FT DW NS RS,AZ,S,Goodyear,flush,TRUE,TRUE,FALSE,NA,NA,NA,NA,7.4
-110.938,33.824,FALL,Falls,NF,928-462-4301/602-225-5201,mid may-mid oct,NA,5,NH ND 16ft VT NW NS NR N$,AZ,S,Young,vault,FALSE,FALSE,FALSE,NA,20,42,2103,31.06
-111.29,34.343,FIRS,First Crossing,NF,928-474-7901/602-225-5201,NA,NA,7,NH ND NS NR,AZ,N,Payson,NA,NA,FALSE,FALSE,NA,NA,NA,1479,12.87
-111.352,34.303,FLOW,Flowing Springs,NF,928-474-7901/602-225-5201,all year,NA,40,NH ND NS NR N$,AZ,N,Payson,NA,NA,FALSE,FALSE,NA,1,52,1397,8.37
-110.073,34.266,FOOH,Fool Hollow State Rec Area,SRA,928-537-3680,all year,NA,123,WE DP 45ft DW SH RS,AZ,W,Show Low,NA,TRUE,TRUE,TRUE,NA,1,52,1922,4.18
